CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,ZipcodeofIncident,Battalion,StationArea,Box,OrigPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,Unitsequenceincalldispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
20230219,E43,2006837,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:33:23 PM,1100 Block of SILVER AVE,SF,94134,B09,42,6354,3,3,3,true,null,1,ENGINE,1,9,9,Portola,"(37.7295398366075, -122.414044359564)",020230219-E43,4.05
20230219,M43,2006837,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:34:59 PM,1100 Block of SILVER AVE,SF,94134,B09,42,6354,3,3,3,false,null,1,MEDIC,2,9,9,Portola,"(37.7295398366075, -122.414044359564)",020230219-M43,4.2
20230220,91,2006838,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:29:46 PM,HAIGHT ST/MASONIC AV,SF,94117,B05,21,4466,3,3,3,true,null,1,MEDIC,2,5,5,Haight Ashbury,"(37.7702101749203, -122.445344989178)",020230220-91,0.85
20230220,E21,2006838,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:17:52 PM,HAIGHT ST/MASONIC AV,SF,94117,B05,21,4466,3,3,3,false,null,1,ENGINE,1,5,5,Haight Ashbury,"(37.7702101749203, -122.445344989178)",020230220-E21,1.5833333333333333
20230221,E31,2006839,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:35:16 PM,200 Block of 11TH AVE,SF,94118,B07,31,7141,3,3,3,false,null,1,ENGINE,1,7,1,Inner Richmond,"(37.7836405491389, -122.469769833287)",020230221-E31,2.4166666666666665
20230224,94,2006840,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:48:20 PM,0 Block of DRUMM ST,SF,94111,B01,13,1113,2,2,2,true,null,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7941350872088, -122.39641990167)",020230224-94,1.6666666666666667
20230226,E08,2006841,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:48:46 PM,400 Block of 7TH ST,SF,94103,B03,08,0231,3,3,3,true,null,1,ENGINE,1,3,6,South of Market,"(37.7746534767072, -122.405118197249)",020230226-E08,3.6333333333333333
20230226,M08,2006841,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:33:29 PM,400 Block of 7TH ST,SF,94103,B03,08,0231,3,3,3,true,null,1,MEDIC,2,3,6,South of Market,"(37.7746534767072, -122.405118197249)",020230226-M08,2.683333333333333
20230227,E10,2006842,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 12:57:15 PM,3800 Block of CALIFORNIA ST,SF,94118,B07,10,7114,3,3,3,false,null,1,ENGINE,1,7,2,Presidio Heights,"(37.7859482696141, -122.457523579437)",020230227-E10,1.65
20230227,M41,2006842,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:25:56 PM,3800 Block of CALIFORNIA ST,SF,94118,B07,10,7114,3,3,3,true,null,1,MEDIC,2,7,2,Presidio Heights,"(37.7859482696141, -122.457523579437)",020230227-M41,2.5833333333333335
20230228,M18,2006843,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:35:14 PM,22ND AV/FULTON ST,SF,94121,B07,14,7167,2,2,2,true,null,1,MEDIC,1,7,1,Outer Richmond,"(37.7727162822467, -122.480978764481)",020230228-M18,1.85
20230229,M07,2006844,Other,01/23/2002,01/23/2002,Other,01/23/2002 01:24:50 PM,900 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,false,null,1,MEDIC,1,10,10,Potrero Hill,"(37.7573076100175, -122.406619802694)",020230229-M07,5.5
20230229,M29,2006844,Other,01/23/2002,01/23/2002,Other,01/23/2002 01:58:44 PM,900 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,true,null,1,MEDIC,2,10,10,Potrero Hill,"(37.7573076100175, -122.406619802694)",020230229-M29,15.966666666666667
20230234,91,2006845,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:51:34 PM,400 Block of EDDY ST,SF,94102,B02,03,1545,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",020230234-91,1.5166666666666666
20230235,E39,2006846,Citizen Assist / Service Call,01/23/2002,01/23/2002,Other,01/23/2002 01:34:26 PM,0 Block of VASQUEZ AVE,SF,94127,B08,39,8643,3,3,3,false,null,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7454519364158, -122.458885082479)",020230235-E39,2.7
20230235,M12,2006846,Citizen Assist / Service Call,01/23/2002,01/23/2002,Other,01/23/2002 02:03:00 PM,0 Block of VASQUEZ AVE,SF,94127,B08,39,8643,3,3,3,true,null,1,MEDIC,2,8,7,West of Twin Peaks,"(37.7454519364158, -122.458885082479)",020230235-M12,8.0
20230237,E31,2006847,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:15:46 PM,0 Block of 5TH AVE,SF,94118,B07,31,7125,3,3,3,false,null,1,ENGINE,1,7,2,Inner Richmond,"(37.7877058663492, -122.463619720746)",020230237-E31,1.4666666666666666
20230239,E10,2006848,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:12:31 PM,3700 Block of GEARY BLVD,SF,94118,B07,31,7113,3,3,3,false,null,1,ENGINE,1,7,1,Inner Richmond,"(37.7813631196138, -122.45944025715)",020230239-E10,1.35
20230239,M10,2006848,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:36:08 PM,3700 Block of GEARY BLVD,SF,94118,B07,31,7113,3,3,3,true,null,1,MEDIC,2,7,1,Inner Richmond,"(37.7813631196138, -122.45944025715)",020230239-M10,1.4166666666666667
20230240,B10,2006849,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:02:39 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,false,null,1,CHIEF,2,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230240-B10,2.3333333333333335
20230240,E42,2006849,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:08:20 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,true,null,1,ENGINE,1,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230240-E42,2.1333333333333333
20230240,T09,2006849,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:02:39 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,true,null,1,TRUCK,3,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230240-T09,2.433333333333333
20230243,B07,2006851,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:07:42 PM,600 Block of 39TH AVE,SF,94121,B07,34,7257,3,3,3,false,null,1,CHIEF,2,7,1,Outer Richmond,"(37.776553267268, -122.499453605944)",020230243-B07,3.05
20230243,E34,2006851,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:11:25 PM,600 Block of 39TH AVE,SF,94121,B07,34,7257,3,3,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.776553267268, -122.499453605944)",020230243-E34,3.05
20230243,T14,2006851,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:07:33 PM,600 Block of 39TH AVE,SF,94121,B07,34,7257,3,3,3,false,null,1,TRUCK,3,7,1,Outer Richmond,"(37.776553267268, -122.499453605944)",020230243-T14,2.6
20230248,94,2006852,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:39:36 PM,1000 Block of BUSH ST,SF,94109,B01,41,1542,2,2,2,true,null,1,MEDIC,1,1,3,Nob Hill,"(37.7893703539397, -122.414539182379)",020230248-94,2.4
20230249,B10,2006853,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:19:36 PM,2600 Block of 18TH ST,SF,94110,B10,07,5427,3,3,3,false,null,1,CHIEF,3,2,10,Mission,"(37.7619012948729, -122.408676893067)",020230249-B10,1.9166666666666667
20230249,E07,2006853,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:20:51 PM,2600 Block of 18TH ST,SF,94110,B10,07,5427,3,3,3,false,null,1,ENGINE,1,2,10,Mission,"(37.7619012948729, -122.408676893067)",020230249-E07,1.7166666666666666
20230249,T07,2006853,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:19:25 PM,2600 Block of 18TH ST,SF,94110,B10,07,5427,3,3,3,false,null,1,TRUCK,2,2,10,Mission,"(37.7619012948729, -122.408676893067)",020230249-T07,1.5333333333333334
20230250,B03,2006854,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:22:10 PM,0 Block of PERRY ST,SF,94107,B03,08,2175,3,3,3,false,null,1,CHIEF,3,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",020230250-B03,3.7
20230250,E08,2006854,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:30:58 PM,0 Block of PERRY ST,SF,94107,B03,08,2175,3,3,3,true,null,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",020230250-E08,2.066666666666667
20230250,T08,2006854,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:22:10 PM,0 Block of PERRY ST,SF,94107,B03,08,2175,3,3,3,false,null,1,TRUCK,2,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",020230250-T08,2.2
20230251,M07,2006855,Other,01/23/2002,01/23/2002,Other,01/23/2002 02:36:24 PM,200 Block of HOLLADAY AVE,SF,94110,B06,09,5672,3,3,3,false,null,1,MEDIC,3,6,9,Bernal Heights,"(37.745752602894, -122.405423407126)",020230251-M07,24.9
20230251,T09,2006855,Other,01/23/2002,01/23/2002,Other,01/23/2002 01:55:29 PM,200 Block of HOLLADAY AVE,SF,94110,B06,09,5672,3,3,3,true,null,1,TRUCK,1,6,9,Bernal Heights,"(37.745752602894, -122.405423407126)",020230251-T09,6.75
20230255,M15,2006858,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:35:54 PM,2800 Block of SANTIAGO ST,SF,94116,B08,18,7621,1,1,2,true,null,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7440052008546, -122.49778815504)",020230255-M15,5.566666666666666
20230256,E01,2006856,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:33:32 PM,0 Block of JONES ST,SF,94102,B03,01,1455,3,3,3,false,null,1,ENGINE,2,2,6,Tenderloin,"(37.7815955871561, -122.412190669917)",020230256-E01,1.6666666666666667
20230256,M03,2006856,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:18:41 PM,0 Block of JONES ST,SF,94102,B03,01,1455,3,3,3,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7815955871561, -122.412190669917)",020230256-M03,2.3833333333333333
20230257,B03,2006857,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:33:26 PM,400 Block of MARKET ST,SF,94105,B03,13,2143,3,3,3,false,null,1,CHIEF,3,3,6,Financial District/South Beach,"(37.7912932514009, -122.398614610411)",020230257-B03,1.4166666666666667
20230257,E35,2006857,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:33:26 PM,400 Block of MARKET ST,SF,94105,B03,13,2143,3,3,3,false,null,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7912932514009, -122.398614610411)",020230257-E35,1.75
20230257,T01,2006857,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 01:33:26 PM,400 Block of MARKET ST,SF,94105,B03,13,2143,3,3,3,true,null,1,TRUCK,2,3,6,Financial District/South Beach,"(37.7912932514009, -122.398614610411)",020230257-T01,2.033333333333333
20230258,93,2006859,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:59:27 PM,400 Block of TURK ST,SF,94102,B02,03,1554,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7824484982183, -122.416327441768)",020230258-93,2.1666666666666665
20230260,E10,2006860,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 01:41:01 PM,1500 Block of DIVISADERO ST,SF,94115,B05,10,4154,3,3,3,false,null,1,ENGINE,1,5,5,Japantown,"(37.7838286042462, -122.439466682445)",020230260-E10,1.75
20230260,T10,2006860,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 01:41:01 PM,1500 Block of DIVISADERO ST,SF,94115,B05,10,4154,3,3,3,false,null,1,TRUCK,2,5,5,Japantown,"(37.7838286042462, -122.439466682445)",020230260-T10,1.7333333333333334
20230262,E32,2006861,Citizen Assist / Service Call,01/23/2002,01/23/2002,Other,01/23/2002 02:05:04 PM,CORTLAND AV/MISSION ST,SF,94110,B06,32,5626,3,3,3,true,null,1,ENGINE,1,6,9,Bernal Heights,"(37.7410274087506, -122.422840577347)",020230262-E32,2.5
20230263,E09,2006862,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 01:45:28 PM,JERROLD AV/TOLAND ST,SF,94124,B10,09,6421,3,3,3,false,null,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.74409606275, -122.3987469576)",020230263-E09,1.0
20230263,T11,2006862,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 01:45:19 PM,JERROLD AV/TOLAND ST,SF,94124,B10,09,6421,3,3,3,true,null,1,TRUCK,2,10,10,Bayview Hunters Point,"(37.74409606275, -122.3987469576)",020230263-T11,1.4166666666666667
20230264,E22,2006863,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:04:52 PM,1300 Block of 19TH AVE,SF,94122,B08,22,7424,3,3,3,false,null,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7626209616953, -122.477231222981)",020230264-E22,3.6
20230264,E40,2006863,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 01:59:30 PM,1300 Block of 19TH AVE,SF,94122,B08,22,7424,3,3,3,true,null,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7626209616953, -122.477231222981)",020230264-E40,3.6166666666666667
20230264,M18,2006863,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:08:01 PM,1300 Block of 19TH AVE,SF,94122,B08,22,7424,3,3,3,true,null,1,MEDIC,3,8,4,Sunset/Parkside,"(37.7626209616953, -122.477231222981)",020230264-M18,3.5833333333333335
20230268,E42,2006864,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:05:51 PM,1000 Block of BRUSSELS ST,SF,94134,B10,44,6313,3,3,3,true,null,1,ENGINE,1,10,10,Portola,"(37.7193060899695, -122.40240113914)",020230268-E42,2.783333333333333
20230268,M32,2006864,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:08:24 PM,1000 Block of BRUSSELS ST,SF,94134,B10,44,6313,3,3,3,true,null,1,MEDIC,2,10,10,Portola,"(37.7193060899695, -122.40240113914)",020230268-M32,2.8
20230270,E07,2006865,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:08:48 PM,23RD ST/BRYANT ST,SF,94110,B06,07,5476,3,3,3,false,null,1,ENGINE,1,6,9,Mission,"(37.7543984229834, -122.40925335724)",020230270-E07,1.7
20230270,M36,2006865,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:58:28 PM,23RD ST/BRYANT ST,SF,94110,B06,07,5476,3,3,3,true,null,1,MEDIC,3,6,9,Mission,"(37.7543984229834, -122.40925335724)",020230270-M36,1.6666666666666667
20230270,RS2,2006865,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:04:12 PM,23RD ST/BRYANT ST,SF,94110,B06,07,5476,3,3,3,false,null,1,RESCUE SQUAD,2,6,9,Mission,"(37.7543984229834, -122.40925335724)",020230270-RS2,1.6666666666666667
20230275,E31,2006866,Citizen Assist / Service Call,01/23/2002,01/23/2002,Other,01/23/2002 02:13:21 PM,800 Block of BALBOA ST,SF,94118,B07,31,7134,3,3,3,false,null,1,ENGINE,1,7,1,Inner Richmond,"(37.7770086004375, -122.467752533055)",020230275-E31,4.85
20230276,B05,2006867,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:02:00 PM,700 Block of ASHBURY ST,SF,94117,B05,12,5143,3,3,3,false,null,1,CHIEF,2,5,5,Haight Ashbury,"(37.7681385851269, -122.446625387774)",020230276-B05,1.7166666666666666
20230276,E12,2006867,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:11:17 PM,700 Block of ASHBURY ST,SF,94117,B05,12,5143,3,3,3,true,null,1,ENGINE,1,5,5,Haight Ashbury,"(37.7681385851269, -122.446625387774)",020230276-E12,1.25
20230276,T12,2006867,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:01:49 PM,700 Block of ASHBURY ST,SF,94117,B05,12,5143,3,3,3,false,null,1,TRUCK,3,5,5,Haight Ashbury,"(37.7681385851269, -122.446625387774)",020230276-T12,1.5333333333333334
20230278,E16,2006868,Citizen Assist / Service Call,01/23/2002,01/23/2002,Other,01/23/2002 02:10:04 PM,2200 Block of NORTH POINT ST,SF,94123,B04,16,4221,3,3,3,false,null,1,ENGINE,1,4,2,Marina,"(37.8026137463285, -122.444236772715)",020230278-E16,4.7
20230279,94,2006872,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:59:27 PM,300 Block of GOLDEN GATE AVE,SF,94102,B02,03,1644,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7816051272704, -122.416336251796)",020230279-94,6.633333333333334
20230280,E10,2006869,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:56:29 PM,100 Block of 6TH AVE,SF,94118,B07,31,7126,3,3,3,false,null,1,ENGINE,2,7,2,Inner Richmond,"(37.7858353536862, -122.464563713387)",020230280-E10,1.5166666666666666
20230280,M10,2006869,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:33:37 PM,100 Block of 6TH AVE,SF,94118,B07,31,7126,3,3,3,true,null,1,MEDIC,1,7,2,Inner Richmond,"(37.7858353536862, -122.464563713387)",020230280-M10,1.4166666666666667
20230281,E11,2006870,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:14:36 PM,2700 Block of MISSION ST,SF,94110,B06,11,5525,3,3,3,false,null,1,ENGINE,2,6,9,Mission,"(37.7530420707497, -122.418450617982)",020230281-E11,7.2
20230281,M29,2006870,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:49:40 PM,2700 Block of MISSION ST,SF,94110,B06,11,5525,3,3,3,true,null,1,MEDIC,3,6,9,Mission,"(37.7530420707497, -122.418450617982)",020230281-M29,6.766666666666667
20230281,T09,2006870,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:12:56 PM,2700 Block of MISSION ST,SF,94110,B06,11,5525,3,3,3,true,null,1,TRUCK,4,6,9,Mission,"(37.7530420707497, -122.418450617982)",020230281-T09,6.566666666666666
20230282,B10,2006871,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:15:52 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,false,null,1,CHIEF,2,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230282-B10,4.733333333333333
20230282,E42,2006871,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:27:00 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,true,null,1,ENGINE,1,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230282-E42,4.783333333333333
20230282,T11,2006871,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 02:15:34 PM,300 Block of UNIVERSITY ST,SF,94134,B09,42,6345,3,3,3,true,null,1,TRUCK,3,9,9,Portola,"(37.7257685961984, -122.413836028914)",020230282-T11,5.633333333333334
20230283,M38,2006873,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:56:24 PM,EUCLID AV/JORDAN AV,SF,94118,B07,10,4441,3,3,3,true,null,1,MEDIC,2,7,2,Presidio Heights,"(37.7839289117597, -122.456813219953)",020230283-M38,1.9
20230283,T10,2006873,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:21:31 PM,EUCLID AV/JORDAN AV,SF,94118,B07,10,4441,3,3,3,false,null,1,TRUCK,1,7,2,Presidio Heights,"(37.7839289117597, -122.456813219953)",020230283-T10,1.8833333333333333
20230284,E18,2006874,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:25:53 PM,2400 Block of NORIEGA ST,SF,94122,B08,18,7543,3,3,3,false,null,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7537052972523, -122.489865997566)",020230284-E18,3.316666666666667
20230284,E40,2006874,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:36:28 PM,2400 Block of NORIEGA ST,SF,94122,B08,18,7543,3,3,3,true,null,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7537052972523, -122.489865997566)",020230284-E40,3.7666666666666666
20230284,M12,2006874,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:31:19 PM,2400 Block of NORIEGA ST,SF,94122,B08,18,7543,3,3,3,true,null,1,MEDIC,3,8,4,Sunset/Parkside,"(37.7537052972523, -122.489865997566)",020230284-M12,3.25
20230284,RC2,2006874,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:37:20 PM,2400 Block of NORIEGA ST,SF,94122,B08,18,7543,3,3,3,true,null,1,RESCUE CAPTAIN,4,8,4,Sunset/Parkside,"(37.7537052972523, -122.489865997566)",020230284-RC2,3.05
20230285,B10,2006875,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 02:30:40 PM,800 Block of POTRERO AVE,SF,94110,B10,07,0255,3,3,3,false,null,1,CHIEF,2,10,10,Potrero Hill,"(37.7585719666446, -122.406726045013)",020230285-B10,2.566666666666667
20230285,E07,2006875,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 02:36:13 PM,800 Block of POTRERO AVE,SF,94110,B10,07,0255,3,3,3,false,null,1,ENGINE,1,10,10,Potrero Hill,"(37.7585719666446, -122.406726045013)",020230285-E07,2.283333333333333
20230285,T07,2006875,Structure Fire,01/23/2002,01/23/2002,Other,01/23/2002 02:31:57 PM,800 Block of POTRERO AVE,SF,94110,B10,07,0255,3,3,3,false,null,1,TRUCK,3,10,10,Potrero Hill,"(37.7585719666446, -122.406726045013)",020230285-T07,1.95
20230286,E31,2006876,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:56:10 PM,10TH AV/BALBOA ST,SF,94118,B07,31,7134,3,3,3,false,null,1,ENGINE,1,7,1,Inner Richmond,"(37.7770390115604, -122.468292592973)",020230286-E31,0.9833333333333333
20230286,M14,2006876,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:32:29 PM,10TH AV/BALBOA ST,SF,94118,B07,31,7134,3,3,3,true,null,1,MEDIC,2,7,1,Inner Richmond,"(37.7770390115604, -122.468292592973)",020230286-M14,1.5
20230287,E18,2006877,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:39:38 PM,NORIEGA ST/SUNSET BL,SF,94122,B08,18,7573,3,3,3,false,null,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7534138174953, -122.495226538122)",020230287-E18,1.9333333333333333
20230287,M10,2006877,Medical Incident,01/23/2002,01/23/2002,Other,null,NORIEGA ST/SUNSET BL,SF,94122,B08,18,7573,3,3,3,true,null,1,MEDIC,4,8,4,Sunset/Parkside,"(37.7534138174953, -122.495226538122)",020230287-M10,1.2666666666666666
20230287,M15,2006877,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:31:45 PM,NORIEGA ST/SUNSET BL,SF,94122,B08,18,7573,3,3,3,false,null,1,MEDIC,3,8,4,Sunset/Parkside,"(37.7534138174953, -122.495226538122)",020230287-M15,2.183333333333333
20230287,T19,2006877,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:42:21 PM,NORIEGA ST/SUNSET BL,SF,94122,B08,18,7573,3,3,3,false,null,1,TRUCK,2,8,4,Sunset/Parkside,"(37.7534138174953, -122.495226538122)",020230287-T19,2.35
20230289,E36,2006879,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:51:51 PM,0 Block of SANCHEZ ST,SF,94114,B05,06,5131,3,3,3,false,null,1,ENGINE,1,2,8,Castro/Upper Market,"(37.7684622459015, -122.431204878453)",020230289-E36,2.033333333333333
20230289,M05,2006879,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:28:54 PM,0 Block of SANCHEZ ST,SF,94114,B05,06,5131,3,3,3,true,null,1,MEDIC,2,2,8,Castro/Upper Market,"(37.7684622459015, -122.431204878453)",020230289-M05,2.816666666666667
20230290,M03,2006882,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:26:41 PM,0 Block of LECH WALESA ST,SF,94102,B02,36,0381,2,2,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7779246419176, -122.418936072128)",020230290-M03,9.333333333333334
20230292,B05,2006880,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 03:01:55 PM,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,false,null,1,CHIEF,2,5,5,Japantown,"(37.7833263288474, -122.44032487616)",020230292-B05,3.75
20230292,E38,2006880,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 03:01:55 PM,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,true,null,1,ENGINE,1,5,5,Japantown,"(37.7833263288474, -122.44032487616)",020230292-E38,3.1333333333333333
20230292,T10,2006880,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 03:01:55 PM,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,false,null,1,TRUCK,3,5,5,Japantown,"(37.7833263288474, -122.44032487616)",020230292-T10,2.1
20230293,M13,2006883,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:06:01 PM,MARKET ST/STEUART ST,SF,94105,B01,13,1112,2,2,2,true,null,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7944797173062, -122.394747580278)",020230293-M13,9.916666666666666
20230294,E01,2006881,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:08:32 PM,1100 Block of HOWARD ST,SF,94103,B03,01,2314,3,3,3,false,null,1,ENGINE,1,2,6,South of Market,"(37.7768521020734, -122.410711239368)",020230294-E01,5.55
20230294,M01,2006881,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 03:20:55 PM,1100 Block of HOWARD ST,SF,94103,B03,01,2314,3,3,3,true,null,1,MEDIC,2,2,6,South of Market,"(37.7768521020734, -122.410711239368)",020230294-M01,3.8333333333333335
20230295,E32,2006884,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:58:27 PM,3900 Block of 24TH ST,SF,94114,B06,11,5522,3,3,3,true,null,1,ENGINE,1,6,8,Noe Valley,"(37.7514492433399, -122.430762462292)",020230295-E32,3.7333333333333334
20230295,M07,2006884,Medical Incident,01/23/2002,01/23/2002,Other,01/23/2002 02:58:40 PM,3900 Block of 24TH ST,SF,94114,B06,11,5522,3,3,3,false,null,1,MEDIC,2,6,8,Noe Valley,"(37.7514492433399, -122.430762462292)",020230295-M07,2.45
20230298,B04,2006885,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 03:11:05 PM,100 Block of WOOD ST,SF,94118,B05,10,4455,3,3,3,false,null,1,CHIEF,3,5,1,Lone Mountain/USF,"(37.7815380607869, -122.448850915441)",020230298-B04,5.35
20230298,E10,2006885,Alarms,01/23/2002,01/23/2002,Other,01/23/2002 03:10:54 PM,100 Block of WOOD ST,SF,94118,B05,10,4455,3,3,3,false,null,1,ENGINE,1,5,1,Lone Mountain/USF,"(37.7815380607869, -122.448850915441)",020230298-E10,3.316666666666667
